UTC ms since epoch;Bat charge In;Bat charge Out;Bat Voltage;5V supply;3V3 supply;PCU total curr;Solar +X;Solar -X;Solar +Y;Solar -Y;Solar +Z;Solar -Z;Solar total;VCC out0;VCC out1;VCC out2;VCC out3;VCC out4;VCC out5;VCC out6;VCC out7;SS total curr;EEPROM1 curr;EEPROM2 curr;Ext ADC1;Ext ADC2;Ext ADC3;Ext ADC4;RTC curr;Charger DCDC;System V;OBC curr;Time;Restarts;Switches(CAGR);Mode;RTC;Temp.(bat);Sch. count;Section;Variable Telemetry;
1,60129E+12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000 | 00000000 | 00000000 | 00000000 | ;0;0;0;0;0;0; 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,60129E+12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000 | 00000000 | 00000000 | 00000000 | ;0;0;0;0;0;0; 7c 2d 2d 2d 4e 6f 20 70 61 79 6c 6f 61 64 20 72 65 73 70 2e 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 7c
1,60129E+12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000 | 00000000 | 00000000 | 00000000 | ;0;0;0;0;0;0; 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,60129E+12;0.00061;0.299627;7.379;5.157;3.319;0.029297;0.013428;0.002747;0.000305;0.000305;0.00061;0.010681;0.916795;0.018921;0.00061;0.000305;0.000916;0.001221;0.010986;0.001221;0.002441;0.007324;0.001984;6.1e-05;0.000763;0.000366;6.1e-05;6.1e-05;0.000275;0.067444;0.587769;0.325012;1601294640;19;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601294720;20506;0;2;0; 0a 30 68 3d a2 00 1c ff a1 41 1b ff 02 02 c7 12 54 02 9f 0c ac f5 0a 31 68 3d a2 00 1c ff a1 41 1b ff 08 02 e7 12 54 02 9f 0c ac f5 0a 32 68 3d fc 00 3a ff 29 41 17 ff 08 02 e7 12 54 02 9f 0c ac f5 0a 33 68 3d 57 01 08 ff cf 40 1f ff f7 01 f0 12 54 02 9f 0c ac f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00
1,60129E+12;0.00061;0.301477;7.376;5.240;3.320;0.026154;0.013428;0.002747;0;0.000305;0.00061;0.010986;0.923274;0.018921;0.00061;0.000305;0.000916;0.001221;0.010376;0.001221;0.002441;0.007324;0.001984;9.2e-05;0.000732;0.000366;6.1e-05;6.1e-05;0.000275;0.06897;0.587463;0.333252;1601294641;19;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601294721;20506;0;2;0; 0a 30 68 3d c0 00 fd ff 4c 41 60 ff be 01 37 10 90 02 e2 09 80 f5 0a 31 68 3d a9 ff e2 00 6c 42 55 ff ac 01 d4 0f 90 02 e2 09 80 f5 0a 32 68 3d 5e fe 59 01 06 43 51 ff ba 01 5a 0f 90 02 e2 09 80 f5 0a 33 68 3d 5e fe 59 01 06 43 56 ff 09 02 ee 0e 90 02 e2 09 80 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00
1,60129E+12;0.00061;0.298702;7.382;5.174;3.319;0.02478;0.014038;0.002747;0.000305;0.000305;0.00061;0.010681;0.921654;0.018921;0.00061;0.000305;0.000916;0.001221;0.010986;0.001221;0.002441;0.007019;0.001984;6.1e-05;0.000763;0.000366;6.1e-05;6.1e-05;0.000275;0.06897;0.587769;0.327759;1601294642;19;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601294720;20506;0;2;0; 0a 30 68 3d 04 00 e0 ff 06 42 0c ff 7d 02 ca 0c c4 01 e4 07 d0 f5 0a 31 68 3d 85 00 ee ff c5 41 1b ff 95 02 c7 0c c4 01 e4 07 d0 f5 0a 32 68 3d 85 00 ee ff c5 41 2f ff 95 02 c6 0c c4 01 e4 07 d0 f5 0a 33 68 3d 6e 00 c5 ff 4c 42 2f ff 95 02 c6 0c c4 01 e4 07 d0 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00
1,60129E+12;0.00061;0.317198;7.372;5.222;3.322;0.045319;0.014038;0.002747;0.000305;0;0.00061;0.010681;0.920035;0.018921;0.00061;0.000305;0.000916;0.001221;0.010376;0.001221;0.003052;0.007019;0.002136;6.1e-05;0.000732;0.000366;6.1e-05;6.1e-05;0.000275;0.068359;0.587463;0.334167;1601294643;19;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601294721;20506;0;2;0; 0a 30 68 3d 67 00 07 ff 31 41 ed ff a5 01 7e 0c 42 ff ad 06 e9 f5 0a 31 68 3d 13 00 36 ff 0e 41 d4 ff 92 01 4f 0c 42 ff ad 06 e9 f5 0a 32 68 3d 13 00 6b ff 10 41 cd ff 89 01 35 0c 42 ff ad 06 e9 f5 0a 33 68 3d 03 00 6b ff 10 41 cd ff 9c 01 0e 0c 42 ff ad 06 e9 f5 98 ff 01 00 78 ff 02 20 a0 ff 02 20 f9 ff ff ff 3c 6c 00 20 e7 ff 02 20 00 00 00 00 e7 ff 02 20
1,60129E+12;0.00061;0.299627;7.379;5.182;3.319;0.02652;0.013733;0.002747;0.000305;0.000305;0.00061;0.010681;0.926514;0.018921;0.00061;0.000305;0.000916;0.001221;0.010986;0.001221;0.003052;0.007019;0.001984;6.1e-05;0.000732;0.000366;6.1e-05;6.1e-05;0.000275;0.07019;0.587769;0.326538;1601294644;19;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601294724;20506;0;2;0; 0a 30 68 3d cd ff e0 ff f8 41 dd fd cc 03 9a 07 98 fd af 06 8d f5 0a 31 68 3d cd ff 42 00 64 41 d7 fd d5 03 97 07 98 fd af 06 8d f5 0a 32 68 3d 6b 00 42 00 64 41 d7 fd d5 03 46 07 98 fd af 06 8d f5 0a 33 68 3d b3 03 6b ff 0a 47 fb fd cb 03 46 07 98 fd af 06 8d f5 98 ff 01 00 68 74 00 20 a0 ff 02 20 01 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,60129E+12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000 | 00000000 | 00000000 | 00000000 | ;0;0;0;0;0;0; 7c 2d 2d 2d 4e 6f 20 70 61 79 6c 6f 61 64 20 72 65 73 70 2e 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 7c
1,60129E+12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000 | 00000000 | 00000000 | 00000000 | ;0;0;0;0;0;0; 7c 2d 2d 2d 4e 6f 20 70 61 79 6c 6f 61 64 20 72 65 73 70 2e 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 2d 7c
